dataset,paraphrase_type,count,mean,std,min,25%,50%,75%,max
alpaca,instruct_short_paragraph,499.0,6.9839679358717435,2.7789627602877682,0.0,6.0,8.0,9.0,10.0
alpaca,instruct_sic_marker,499.0,7.75751503006012,2.8949683945244953,0.0,7.0,9.0,10.0,10.0
alpaca,instruct_silly,499.0,7.509018036072145,3.0122605618447307,0.0,7.0,9.0,10.0,10.0
alpaca,instruct_single_sentence,499.0,6.154308617234469,3.174040738773127,0.0,3.0,7.0,9.0,10.0
alpaca,instruct_singlish,499.0,7.188376753507014,2.8135831551643857,0.0,6.0,8.0,9.0,10.0
alpaca,instruct_skeptical,499.0,6.753507014028056,3.3655117594599417,0.0,5.0,8.0,9.0,10.0
alpaca,instruct_slang_heavy,499.0,6.749498997995992,3.1678883845183154,0.0,5.0,8.0,9.0,10.0
alpaca,instruct_small_hex_blob,499.0,1.7675350701402806,3.410659544779297,0.0,0.0,0.0,1.0,10.0
alpaca,instruct_sms,499.0,7.727454909819639,2.9367269529624243,0.0,7.0,9.0,10.0,10.0
alpaca,instruct_sms_abbrev,499.0,5.6392785571142285,3.823167104298566,0.0,1.0,7.0,9.0,10.0
alpaca,instruct_socratic_dialogue,499.0,5.759519038076152,3.1556484337275954,0.0,3.0,6.0,9.0,10.0
alpaca,instruct_software_jargon,499.0,6.635270541082164,3.3937159144196274,0.0,4.0,8.0,9.0,10.0
alpaca,instruct_spanglish,499.0,7.098196392785571,2.8327503688315843,0.0,6.0,8.0,9.0,10.0
alpaca,instruct_spoiler_bars,499.0,8.124248496993989,2.364520461833745,0.0,7.0,9.0,10.0,10.0
alpaca,instruct_sports_jargon,499.0,6.801603206412826,3.1779103024521422,0.0,5.0,8.0,9.0,10.0
alpaca,instruct_sql_snippet,499.0,4.75751503006012,3.9752394584834367,0.0,1.0,5.0,9.0,10.0
alpaca,instruct_statement,499.0,7.655310621242485,2.5525455547243787,0.0,7.0,8.0,10.0,10.0
alpaca,instruct_step_rationale,499.0,6.987975951903808,2.586622930417088,0.0,6.0,7.0,9.0,10.0
alpaca,instruct_study_setup,499.0,7.889779559118236,2.7444496290821743,0.0,7.0,9.0,10.0,10.0
alpaca,instruct_suggestion,499.0,7.601202404809619,2.48999575754752,0.0,7.0,8.0,10.0,10.0
alpaca,instruct_summary_then_detail,499.0,7.248496993987976,2.6033598821898916,0.0,6.0,8.0,9.0,10.0
alpaca,instruct_surreal,499.0,6.889779559118236,3.3452411429853446,0.0,5.0,8.0,10.0,10.0
alpaca,instruct_table_layout,499.0,6.224448897795591,3.4527393592952675,0.0,3.0,8.0,9.0,10.0
alpaca,instruct_tag_question,499.0,7.420841683366733,2.8670763856217594,0.0,6.0,8.0,10.0,10.0
alpaca,instruct_tech_support_ticket,499.0,7.8216432865731464,2.765655057413416,0.0,7.0,9.0,10.0,10.0
alpaca,instruct_technical,499.0,7.394789579158316,2.8996698513449455,0.0,6.0,8.0,10.0,10.0
alpaca,instruct_therapy_session,499.0,7.673346693386773,3.0239192071763767,0.0,7.0,9.0,10.0,10.0
alpaca,instruct_third_person,499.0,7.482965931863728,2.7545527156864624,0.0,6.0,8.0,10.0,10.0
alpaca,instruct_three_typos_punctuation,499.0,7.791583166332665,2.4578064506369017,0.0,7.0,9.0,10.0,10.0
alpaca,instruct_timestamped_chat,499.0,7.402805611222445,2.902718595604757,0.0,6.0,8.0,10.0,10.0
alpaca,instruct_topicalization,499.0,7.875751503006012,2.3491845091018204,0.0,7.0,9.0,9.0,10.0
alpaca,instruct_tweet,499.0,7.995991983967936,2.5843178525459716,0.0,7.0,9.0,10.0,10.0
alpaca,instruct_two_sentence,499.0,6.118236472945892,3.110425547176866,0.0,4.0,7.0,9.0,10.0
alpaca,instruct_two_typos_punctuation,499.0,7.875751503006012,2.3990864196540773,0.0,7.0,9.0,10.0,10.0
alpaca,instruct_typo_adjacent,499.0,7.400801603206413,2.8776383666113103,0.0,6.0,8.0,10.0,10.0
alpaca,instruct_typo_extra_letter,499.0,7.761523046092185,2.5056647638110645,0.0,7.0,9.0,10.0,10.0
alpaca,instruct_typo_extra_space,499.0,7.83567134268537,2.552471457699357,0.0,7.0,9.0,10.0,10.0
alpaca,instruct_typo_homophone,499.0,7.124248496993988,3.206512134179333,0.0,6.0,8.0,10.0,10.0
alpaca,instruct_typo_missing_letter,499.0,7.571142284569138,2.7725796090553994,0.0,7.0,9.0,10.0,10.0
alpaca,instruct_typo_missing_space,499.0,7.773547094188377,2.650835596699556,0.0,7.0,9.0,10.0,10.0
alpaca,instruct_typo_missing_vowels,499.0,4.456913827655311,3.9167603117817884,0.0,0.0,4.0,8.0,10.0
alpaca,instruct_typo_random,499.0,7.180360721442886,3.0232590778740867,0.0,6.0,8.0,10.0,10.0
alpaca,instruct_typo_repeated_letters,499.0,7.571142284569138,2.6564404002718334,0.0,6.0,8.0,10.0,10.0
alpaca,instruct_typo_swap,499.0,7.386773547094188,2.901444282857721,0.0,6.0,8.0,10.0,10.0
alpaca,instruct_typo_swap_and_punctuation,499.0,7.480961923847695,2.796501377861027,0.0,6.0,8.0,10.0,10.0
alpaca,instruct_typo_swap_and_transpose_and_punctuation,499.0,6.849699398797595,3.2044545598156535,0.0,5.0,8.0,9.0,10.0
alpaca,instruct_typo_transpose,499.0,7.364729458917836,2.9607944359108744,0.0,6.0,8.0,10.0,10.0
alpaca,instruct_typo_wrong_letter,499.0,7.19438877755511,3.0968776504540565,0.0,6.0,8.0,10.0,10.0
alpaca,instruct_urgent,499.0,7.9118236472945895,2.684224417565967,0.0,7.0,9.0,10.0,10.0
alpaca,instruct_validator_pass,499.0,7.511022044088176,2.8883818578126395,0.0,6.0,9.0,10.0,10.0
alpaca,instruct_very_formal,499.0,7.507014028056112,2.6993697951498747,0.0,6.0,8.0,9.0,10.0
alpaca,instruct_vulgar,499.0,6.871743486973948,2.95745996492076,0.0,5.0,8.0,9.0,10.0
alpaca,instruct_warm,499.0,7.394789579158316,2.7423593940247155,0.0,6.0,8.0,10.0,10.0
alpaca,instruct_wh_question,499.0,7.561122244488978,2.7356363735994615,0.0,7.0,8.0,10.0,10.0
alpaca,instruct_with_additional_context,499.0,7.492985971943888,2.696392596403455,0.0,6.0,8.0,10.0,10.0
alpaca,instruct_with_analogies,499.0,7.661322645290581,2.6555101186153465,0.0,7.0,9.0,10.0,10.0
alpaca,instruct_with_case_studies,499.0,7.1202404809619235,2.6626924091504747,0.0,6.0,8.0,9.0,10.0
alpaca,instruct_with_citations,499.0,6.408817635270541,3.0288443335366058,0.0,4.0,7.0,9.0,10.0
alpaca,instruct_with_counterarguments,499.0,7.274549098196393,2.698871835384094,0.0,6.0,8.0,10.0,10.0
alpaca,instruct_with_detailed_instructions,499.0,6.915831663326653,2.7639623389191272,0.0,5.0,7.0,9.0,10.0
alpaca,instruct_with_emotional_appeal,499.0,7.569138276553106,2.733976585635115,0.0,7.0,9.0,10.0,10.0
alpaca,instruct_with_examples,499.0,7.482965931863728,2.7770593539684274,0.0,6.0,8.0,10.0,10.0
alpaca,instruct_with_examples_and_explanations,499.0,7.1062124248497,2.6523350103246583,0.0,6.0,8.0,9.0,10.0
alpaca,instruct_with_helpful_explanations,499.0,7.645290581162325,2.5944861338860865,0.0,7.0,8.0,10.0,10.0
alpaca,instruct_with_metaphors,499.0,7.80561122244489,2.719904428016633,0.0,7.0,9.0,10.0,10.0
alpaca,instruct_with_personal_touch,499.0,7.759519038076152,2.7481802246809774,0.0,7.0,9.0,10.0,10.0
alpaca,instruct_with_rebuttals,499.0,7.05811623246493,2.9354893372508593,0.0,5.0,8.0,10.0,10.0
alpaca,instruct_with_research_paper,499.0,6.486973947895792,2.9318447290714733,0.0,5.0,7.0,9.0,10.0
alpaca,instruct_with_similes,499.0,7.939879759519038,2.5805094266783537,0.0,7.0,9.0,10.0,10.0
alpaca,instruct_with_statistics,499.0,7.052104208416834,2.904312432225266,0.0,5.0,8.0,10.0,10.0
alpaca,instruct_with_step_by_step,499.0,7.032064128256513,2.6794948626132644,0.0,5.0,8.0,9.0,10.0
alpaca,instruct_with_stream_of_consciousness,499.0,6.661322645290581,2.852379943041614,0.0,5.0,7.0,9.0,10.0
alpaca,instruct_with_summary,499.0,7.779559118236473,2.6532360717852668,0.0,6.0,9.0,10.0,10.0
alpaca,instruct_with_technical_details,499.0,6.921843687374749,2.814888665723193,0.0,5.0,8.0,9.0,10.0
alpaca,instruct_with_tldr_summary,499.0,6.967935871743487,2.64023812892046,0.0,6.0,7.0,9.0,10.0
alpaca,instruct_witty,499.0,7.428857715430862,2.954210271988112,0.0,6.0,9.0,10.0,10.0
alpaca,instruct_yaml_block,499.0,5.895791583166333,3.5923225704898916,0.0,2.5,7.0,9.0,10.0
alpaca,instruct_yes_no,499.0,7.374749498997996,2.767758231835708,0.0,6.0,8.0,9.0,10.0
alpaca,instruction_original,499.0,8.396793587174349,2.6264926411194027,0.0,8.0,10.0,10.0,10.0
gsm8k,instruct_90char_bullet,500.0,5.208,3.756188747629122,0.0,2.0,5.0,10.0,10.0
gsm8k,instruct_aave,497.0,6.6156941649899395,3.2358867214441087,0.0,4.0,8.0,10.0,10.0
gsm8k,instruct_absurdist,500.0,5.658,3.5713505974883453,0.0,3.0,6.0,9.0,10.0
gsm8k,instruct_acronyms_spelled_out,500.0,6.928,3.4471120031592606,0.0,4.0,8.0,10.0,10.0
gsm8k,instruct_advertisement,500.0,5.396,3.8215694139412335,0.0,2.0,6.0,9.0,10.0
gsm8k,instruct_all_caps,500.0,7.766,2.9841337282729863,0.0,5.0,10.0,10.0,10.0
gsm8k,instruct_all_caps_and_typo,500.0,7.506,3.148617408191464,0.0,5.0,9.5,10.0,10.0
gsm8k,instruct_all_caps_and_typo_and_missing_bracket,500.0,7.23,3.409449911260582,0.0,5.0,9.0,10.0,10.0
gsm8k,instruct_all_caps_and_typo_and_missing_bracket_and_random_characters,500.0,7.184,3.424850829804537,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_ambiguous_scope,500.0,6.508,3.288093538547295,0.0,3.0,7.5,10.0,10.0
gsm8k,instruct_american_english,497.0,7.629778672032193,3.035369216678645,0.0,6.0,9.0,10.0,10.0
gsm8k,instruct_apologetic,500.0,6.678,3.3082025948870846,0.0,4.0,8.0,10.0,10.0
gsm8k,instruct_apology,500.0,6.5,3.379473580806149,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_archaic,500.0,5.228,3.5644672608550376,0.0,2.0,5.0,8.0,10.0
gsm8k,instruct_australian_english,497.0,6.684104627766599,3.4980998374691836,0.0,4.0,8.0,10.0,10.0
gsm8k,instruct_authoritative,500.0,6.136,3.559050108575419,0.0,3.0,7.0,10.0,10.0
gsm8k,instruct_base64,500.0,0.76,1.7631271180686146,0.0,0.0,0.0,1.0,10.0
gsm8k,instruct_british_english,497.0,6.841046277665996,3.4443861103670628,0.0,4.0,8.0,10.0,10.0
gsm8k,instruct_bullet_list,500.0,8.11,2.5743259911318987,0.0,7.0,9.0,10.0,10.0
gsm8k,instruct_bulleted_outline,500.0,7.18,3.178018187361173,0.0,5.0,8.0,10.0,10.0
gsm8k,instruct_bureaucratic,500.0,5.026,3.8728958991032254,0.0,1.0,5.0,9.0,10.0
gsm8k,instruct_casual,497.0,7.010060362173038,3.4462899927445165,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_casual_chat,500.0,7.296,3.3410641147451323,0.0,5.0,9.0,10.0,10.0
gsm8k,instruct_checklist,500.0,6.296,3.720223666428742,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_checklist_markdown,500.0,4.88,3.5325001223253283,0.0,2.0,4.0,8.0,10.0
gsm8k,instruct_chemical_smiles,500.0,4.116,3.6945694860666447,0.0,1.0,3.0,8.0,10.0
gsm8k,instruct_child_directed,500.0,6.276,3.524865011130694,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_choice_question,500.0,6.15,3.7431969018597173,0.0,2.0,7.0,10.0,10.0
gsm8k,instruct_cleft_it_is,500.0,6.738,3.725737274214722,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_cockney,497.0,4.941649899396379,4.033955636691529,0.0,0.0,5.0,9.0,10.0
gsm8k,instruct_code_fence,500.0,6.886,3.458457149033859,0.0,4.0,8.0,10.0,10.0
gsm8k,instruct_colloquial,500.0,5.328,3.7948937319605864,0.0,2.0,6.0,9.0,10.0
gsm8k,instruct_command,500.0,5.858,3.649722859876872,0.0,2.0,7.0,9.0,10.0
gsm8k,instruct_condensed_then_expand,500.0,5.02,3.49399714253806,0.0,2.0,4.0,9.0,10.0
gsm8k,instruct_condensed_then_expand_with_examples,500.0,4.362,3.0590311117550555,0.0,2.0,4.0,7.0,10.0
gsm8k,instruct_condensed_then_expand_with_examples_and_explanations,500.0,4.292,3.0954643915896045,0.0,2.0,4.0,7.0,10.0
gsm8k,instruct_condensed_then_expand_with_examples_and_explanations_and_summary,500.0,4.082,3.1949477903035493,0.0,1.0,4.0,6.0,10.0
gsm8k,instruct_condensed_then_expand_with_examples_and_explanations_and_summary_and_risks,500.0,3.834,2.8577574346172594,0.0,1.0,3.0,6.0,10.0
gsm8k,instruct_condensed_then_expand_with_examples_and_explanations_and_summary_and_risks_and_benefits,500.0,3.64,2.729340322714335,0.0,1.0,3.0,6.0,10.0
gsm8k,instruct_condensed_then_expand_with_examples_and_explanations_and_summary_and_risks_and_benefits_and_references,500.0,3.192,2.4931039156578567,0.0,1.0,3.0,5.0,10.0
gsm8k,instruct_condensed_then_expand_with_examples_and_explanations_and_summary_and_risks_and_benefits_and_references_and_citations,500.0,2.918,2.4279757272807587,0.0,1.0,3.0,4.0,10.0
gsm8k,instruct_condensed_then_expand_with_examples_and_explanations_and_summary_and_risks_and_benefits_and_references_and_citations_and_counterarguments,500.0,2.572,2.274018099451556,0.0,1.0,2.0,4.0,10.0
gsm8k,instruct_condensed_then_expand_with_examples_and_explanations_and_summary_and_risks_and_benefits_and_references_and_citations_and_counterarguments_and_rebuttals,500.0,2.47,2.259049935974513,0.0,1.0,2.0,4.0,10.0
gsm8k,instruct_condensed_then_expand_with_examples_and_explanations_and_summary_and_risks_and_benefits_and_references_and_citations_and_counterarguments_and_rebuttals_and_analogies,500.0,2.292,2.160572179837688,0.0,1.0,2.0,3.0,10.0
gsm8k,instruct_condensed_then_expand_with_examples_and_explanations_and_summary_and_risks_and_benefits_and_references_and_citations_and_counterarguments_and_rebuttals_and_analogies_and_metaphors,500.0,2.062,2.1220655797239867,0.0,0.0,2.0,3.0,10.0
gsm8k,instruct_confident,500.0,6.594,3.5803354037305515,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_contractions,500.0,7.366,3.342812107428586,0.0,5.0,9.0,10.0,10.0
gsm8k,instruct_contradictory_ask,500.0,4.828,3.7403738841975644,0.0,1.0,4.0,9.0,10.0
gsm8k,instruct_coord_to_subord,500.0,7.652,3.0928996194691196,0.0,5.0,9.0,10.0,10.0
gsm8k,instruct_csv_line,500.0,2.926,3.3590311371526047,0.0,0.0,1.0,5.0,10.0
gsm8k,instruct_csv_row,500.0,1.798,2.3968073286648393,0.0,0.0,1.0,3.0,10.0
gsm8k,instruct_culinary_jargon,497.0,6.006036217303823,3.894004358271065,0.0,2.0,7.0,10.0,10.0
gsm8k,instruct_curly_quotations,500.0,8.018,2.8987033242337596,0.0,6.0,10.0,10.0,10.0
gsm8k,instruct_curly_quotations_and_missing_bracket,500.0,7.924,3.029286575137555,0.0,6.0,10.0,10.0,10.0
gsm8k,instruct_curly_quotations_and_missing_bracket_and_typo,500.0,7.612,3.171999236808961,0.0,5.0,10.0,10.0,10.0
gsm8k,instruct_curly_quotations_and_missing_bracket_and_typo_and_random_characters,500.0,7.53,3.2873566017172076,0.0,5.0,10.0,10.0,10.0
gsm8k,instruct_curly_quotations_and_missing_bracket_and_typo_and_random_characters_and_extra_space,500.0,7.352,3.396936023639155,0.0,5.0,10.0,10.0,10.0
gsm8k,instruct_curly_quotations_and_typo,500.0,7.746,3.064026847310918,0.0,5.0,10.0,10.0,10.0
gsm8k,instruct_cynical,500.0,4.47,3.8718318874053224,0.0,0.0,3.0,9.0,10.0
gsm8k,instruct_deadpan,500.0,7.112,3.426797613482234,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_debate_turns,500.0,3.916,3.8520930988859767,0.0,0.0,3.0,8.0,10.0
gsm8k,instruct_deferential,500.0,6.004,3.680635564180815,0.0,2.0,7.0,10.0,10.0
gsm8k,instruct_direct_question,500.0,6.658,3.4006123461308135,0.0,4.0,8.0,10.0,10.0
gsm8k,instruct_dogmatic,500.0,4.314,3.972778617023576,0.0,0.0,3.0,8.0,10.0
gsm8k,instruct_double_negative,500.0,1.79,3.182161577388744,0.0,0.0,0.0,2.0,10.0
gsm8k,instruct_dramatic,500.0,4.434,4.0514778718255124,0.0,0.0,3.0,9.0,10.0
gsm8k,instruct_dual_audience,500.0,4.528,3.3411888731666077,0.0,2.0,4.0,7.0,10.0
gsm8k,instruct_dynamic_quiz,500.0,5.216,3.783381020183901,0.0,2.0,4.0,10.0,10.0
gsm8k,instruct_edit_typo,500.0,5.932,3.4657464993266878,0.0,3.0,6.0,10.0,10.0
gsm8k,instruct_ellipsis_style,500.0,6.656,3.6584741171329154,0.0,3.75,8.0,10.0,10.0
gsm8k,instruct_em_dash_break,500.0,7.878,2.9271577519857073,0.0,6.0,10.0,10.0,10.0
gsm8k,instruct_email,500.0,7.142,3.320223451446464,0.0,5.0,8.0,10.0,10.0
gsm8k,instruct_emergency_alert,500.0,5.902,3.887237738352124,0.0,2.0,7.0,10.0,10.0
gsm8k,instruct_emoji,500.0,6.892,3.705103451074792,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_emoji_and_typo,500.0,6.846,3.67713565881198,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_emoji_and_typo_and_missing_bracket,500.0,6.752,3.7473432138415945,0.0,3.0,9.0,10.0,10.0
gsm8k,instruct_emoji_and_typo_and_random_question_marks,500.0,6.688,3.7553777071616774,0.0,3.0,9.0,10.0,10.0
gsm8k,instruct_emoji_only,497.0,0.4305835010060362,1.6533538316740024,0.0,0.0,0.0,0.0,10.0
gsm8k,instruct_emoticon,500.0,7.406,3.4235369445094124,0.0,5.0,10.0,10.0,10.0
gsm8k,instruct_emoticon_and_typo,500.0,7.258,3.434972207767666,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_emoticon_and_typo_and_missing_bracket,500.0,6.892,3.706725729166177,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_emoticon_and_typo_and_random_exclamations,500.0,6.952,3.619931464491452,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_empty_input,500.0,4.792,4.112732076158198,0.0,0.0,4.0,10.0,10.0
gsm8k,instruct_enthusiastic,500.0,5.968,3.9250207101555907,0.0,2.0,7.5,10.0,10.0
gsm8k,instruct_error_message,500.0,3.552,3.8445881073830086,0.0,0.0,2.0,7.0,10.0
gsm8k,instruct_euphemistic,497.0,5.501006036217304,3.8422128770153012,0.0,2.0,6.0,10.0,10.0
gsm8k,instruct_evidence_cited_md,500.0,4.398,3.2571173800240163,0.0,1.75,4.0,7.0,10.0
gsm8k,instruct_exact_numbers,497.0,6.6720321931589535,3.737220495397559,0.0,3.0,9.0,10.0,10.0
gsm8k,instruct_exam_prompt,500.0,7.544,3.155309168988644,0.0,5.0,10.0,10.0,10.0
gsm8k,instruct_exclamation,500.0,6.022,3.716603595296267,0.0,2.0,8.0,9.0,10.0
gsm8k,instruct_expert_consensus,500.0,5.084,3.836454191245224,0.0,1.0,5.0,9.0,10.0
gsm8k,instruct_extra_punct,500.0,7.626,3.117299972449952,0.0,6.0,9.0,10.0,10.0
gsm8k,instruct_fact_check_inline,500.0,5.064,3.5396273707620263,0.0,2.0,5.0,8.0,10.0
gsm8k,instruct_fashion_jargon,497.0,6.054325955734407,3.853029076310415,0.0,2.0,7.0,10.0,10.0
gsm8k,instruct_few_words,500.0,4.794,4.097455586649981,0.0,0.0,4.0,10.0,10.0
gsm8k,instruct_fewest_words,500.0,2.998,3.8350242269956114,0.0,0.0,0.0,6.0,10.0
gsm8k,instruct_finance_jargon,497.0,5.040241448692153,3.995258069056264,0.0,1.0,5.0,9.0,10.0
gsm8k,instruct_first_plural,500.0,6.866,3.3078584999530167,0.0,4.0,8.0,10.0,10.0
gsm8k,instruct_first_singular,500.0,6.564,3.437081765411502,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_footnotes,500.0,6.706,3.576751361305564,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_formal_academic,500.0,4.974,3.810296671053697,0.0,1.0,5.0,9.0,10.0
gsm8k,instruct_formal_business,500.0,5.294,3.832615540824247,0.0,1.0,6.0,9.0,10.0
gsm8k,instruct_formal_memo,500.0,6.666,3.607279991610819,0.0,3.75,8.0,10.0,10.0
gsm8k,instruct_forum_quote,500.0,7.23,3.488472284217765,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_friendly,500.0,6.702,3.4468765449072385,0.0,4.0,8.0,10.0,10.0
gsm8k,instruct_future_tense,500.0,6.428,3.629761194991391,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_fuzzy_numbers,497.0,6.23943661971831,3.7931674148133054,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_gamer_slang,497.0,5.394366197183099,3.9865459788438047,0.0,1.0,6.0,10.0,10.0
gsm8k,instruct_gaming_jargon,497.0,6.036217303822937,3.92914771819456,0.0,2.0,7.0,10.0,10.0
gsm8k,instruct_garden_path,500.0,6.008,3.9485590075966885,0.0,2.0,7.0,10.0,10.0
gsm8k,instruct_greeting,500.0,6.574,3.4520076351924334,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_haiku,500.0,1.126,2.5906653767301515,0.0,0.0,0.0,1.0,10.0
gsm8k,instruct_hashtags,500.0,7.796,2.972550438970624,0.0,6.0,10.0,10.0,10.0
gsm8k,instruct_helpful_markdown_structure,500.0,7.08,3.6088290752803984,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_helpful_meaning_reinforing_characters,500.0,6.572,3.8883227885833285,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_hinglish,497.0,5.122736418511066,3.9096430305015373,0.0,1.0,5.0,10.0,10.0
gsm8k,instruct_hopeful,500.0,6.222,3.8634918323035903,0.0,2.0,8.0,10.0,10.0
gsm8k,instruct_html_comment,500.0,7.696,2.9868757680404814,0.0,5.0,9.0,10.0,10.0
gsm8k,instruct_html_tags,500.0,7.408,3.3965584373652216,0.0,5.0,10.0,10.0,10.0
gsm8k,instruct_humorous,500.0,4.984,3.9601906798083455,0.0,1.0,5.0,9.0,10.0
gsm8k,instruct_hypothetical_if,500.0,7.336,3.4668634649448107,0.0,5.0,9.0,10.0,10.0
gsm8k,instruct_impersonal_one_should,500.0,6.494,3.5765272394025427,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_indirect_question,500.0,6.266,3.6146057529831657,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_indirect_relay,500.0,6.966,3.585324686302821,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_informal,500.0,6.492,3.6199646805703996,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_inline_ad,500.0,7.836,2.9061995788286747,0.0,6.0,9.0,10.0,10.0
gsm8k,instruct_inline_url,500.0,7.744,3.0213774082172806,0.0,6.0,9.0,10.0,10.0
gsm8k,instruct_insulting,500.0,4.398,4.1864841213836215,0.0,0.0,3.0,9.0,10.0
gsm8k,instruct_interrobang,500.0,7.748,3.0389086744855835,0.0,6.0,9.0,10.0,10.0
gsm8k,instruct_inversion,500.0,6.376,3.8931912200342156,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_ironic,500.0,3.57,3.979040780271311,0.0,0.0,2.0,8.0,10.0
gsm8k,instruct_jargon,500.0,3.436,3.778685078415994,0.0,0.0,2.0,7.0,10.0
gsm8k,instruct_joke,500.0,5.548,4.073928052820658,0.0,1.0,7.0,10.0,10.0
gsm8k,instruct_journalist_interview,500.0,5.044,4.114355337070361,0.0,0.75,5.0,10.0,10.0
gsm8k,instruct_json_format,500.0,2.682,2.6711694616001376,0.0,0.0,2.0,5.0,10.0
gsm8k,instruct_key_smash,500.0,7.714,3.039519923067696,0.0,6.0,9.0,10.0,10.0
gsm8k,instruct_leet_speak,500.0,2.832,3.733584780157167,0.0,0.0,1.0,5.0,10.0
gsm8k,instruct_legal_jargon,497.0,6.036217303822937,3.815647983413696,0.0,2.0,7.0,10.0,10.0
gsm8k,instruct_legalease,500.0,5.326,4.17739455288832,0.0,1.0,6.0,10.0,10.0
gsm8k,instruct_legalese,497.0,4.818913480885312,4.079774615572571,0.0,0.0,5.0,10.0,10.0
gsm8k,instruct_lighthearted,500.0,6.36,3.80938615077172,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_litotes,500.0,5.13,4.169396567306945,0.0,0.0,5.0,10.0,10.0
gsm8k,instruct_lyrical,500.0,1.426,2.8762945155669577,0.0,0.0,0.0,1.0,10.0
gsm8k,instruct_malapropism,500.0,6.118,3.940447977136742,0.0,2.0,7.0,10.0,10.0
gsm8k,instruct_markdown_bold,500.0,7.608,3.267980322887756,0.0,5.0,10.0,10.0,10.0
gsm8k,instruct_markdown_bold_and_italic,500.0,7.496,3.370564553724145,0.0,5.0,10.0,10.0,10.0
gsm8k,instruct_markdown_doc,500.0,6.678,3.637138098435938,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_markdown_italic,500.0,7.484,3.3220198119912716,0.0,5.0,10.0,10.0,10.0
gsm8k,instruct_markdown_quote,500.0,7.95,3.0042554988223635,0.0,6.75,10.0,10.0,10.0
gsm8k,instruct_marketing,500.0,3.778,3.9283048708465373,0.0,0.0,2.0,8.0,10.0
gsm8k,instruct_marketing_speak,497.0,3.6317907444668007,3.9842476386949666,0.0,0.0,2.0,8.0,10.0
gsm8k,instruct_medical_jargon,497.0,4.175050301810865,4.00145402598373,0.0,0.0,3.0,8.0,10.0
gsm8k,instruct_melancholy,500.0,4.648,4.120929521387193,0.0,0.0,4.0,9.0,10.0
gsm8k,instruct_memo,500.0,6.6,3.6811821748466644,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_meta_question,500.0,6.036,3.6826386810696787,0.0,3.0,7.0,10.0,10.0
gsm8k,instruct_might_be_wrong,500.0,7.084,3.622594426755709,0.0,4.0,9.0,10.0,10.0
gsm8k,instruct_minimalist,500.0,4.09,4.0047441805818025,0.0,0.0,3.0,8.0,10.0
gsm8k,instruct_misplaced_commas,500.0,7.362,3.2906858291931953,0.0,5.0,9.0,10.0,10.0
gsm8k,instruct_missing_bracket,500.0,7.564,3.1587750346358754,0.0,6.0,9.0,10.0,10.0
gsm8k,instruct_missing_bracket_and_quote,500.0,7.41,3.124968937721373,0.0,5.0,9.0,10.0,10.0
gsm8k,instruct_missing_quote,500.0,7.534,3.090622574141266,0.0,6.0,9.0,10.0,10.0
gsm8k,instruct_modal_may,500.0,6.874,3.583267169388075,0.0,3.75,8.0,10.0,10.0
gsm8k,instruct_modal_must,500.0,6.836,3.6397251542385445,0.0,3.0,8.5,10.0,10.0
gsm8k,instruct_modal_should,500.0,6.706,3.737311734120662,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_multi_paragraph,500.0,6.55,3.6422564522735428,0.0,3.0,8.0,10.0,10.0
gsm8k,instruct_musical_notation,500.0,4.918,4.005416673137878,0.0,1.0,4.0,10.0,10.0
gsm8k,instruct_negated,500.0,3.156,3.9378518705900323,0.0,0.0,1.0,7.0,10.0
gsm8k,instruct_nested_parentheticals,500.0,6.312,3.8235972318725158,0.0,3.0,8.0,10.0,10.0
